tweet_id,retweet_count,favorite_count
858843525470990336,3027,14130
858471635011153920,4264,19501
858107933456039936,2540,14242
857989990357356544,2267,14500
857746408056729600,9352,30824
857393404942143489,1443,5310
857263160327368704,3979,18255
857214891891077121,16,204
857062103051644929,148,0
857029823797047296,3493,17055
856543823941562368,2548,14842
856526610513747968,1654,10831
856288084350160898,15,488
856282028240666624,5584,25249
855862651834028034,21,303
855860136149123072,853,4408
855857698524602368,1862,10862
855851453814013952,16137,41912
855818117272018944,4815,24285
855459453768019968,7307,27115
855245323840757760,5266,0
855138241867124737,36,0
854732716440526848,5355,20702
854482394044301312,6028,26598
854365224396361728,4154,17210
854120357044912130,6600,29244
854010172552949760,2793,14842
853760880890318849,5117,26107
853639147608842240,8888,31573
853299958564483072,3172,14179
852936405516943360,1789,0
852912242202992640,1601,8256
852672615818899456,1914,13654
852553447878664193,3121,14910
852311364735569921,8886,30388
852226086759018497,6100,18364
852189679701164033,1419,10574
851591660324737024,3127,14976
851464819735769094,6319,22281
851224888060895234,5176,19062
850753642995093505,8090,28177
850380195714523136,2334,12090
850333567704068097,301,3193
850145622816686080,3399,15063
850019790995546112,4375,18798
849776966551130114,6827,27933
849668094696017920,4450,0
849412302885593088,2835,14687
849336543269576704,1695,10565
849051919805034497,7635,39054
848690551926992896,3929,23295
848324959059550208,4156,22853
848213670039564288,646,7545
848212111729840128,2721,15050
847978865427394560,2925,0
847971574464610304,396,0
847962785489326080,4583,21759
847842811428974592,1192,5019
847617282490613760,376,6472
847606175596138505,3094,17373
847251039262605312,3924,18990
847157206088847362,5261,18392
847116187444137987,2878,19895
846874817362120707,3555,18647
846514051647705089,10398,41242
846505985330044928,2764,13093
846153765933735936,8186,29131
846139713627017216,9174,28847
846042936437604353,2592,14833
845812042753855489,7876,27067
845677943972139009,4387,23468
845397057150107648,1622,7094
845306882940190720,4868,21648
845098359547420673,6951,0
844979544864018432,2317,12692
844973813909606400,2860,13948
844580511645339650,2820,15312
844223788422217728,1994,12709
843981021012017153,2701,14137
843856843873095681,4173,19987
843604394117681152,2483,15727
843235543001513987,5423,19999
842846295480000512,3318,14231
842765311967449089,1177,6303
842535590457499648,3187,16931
842163532590374912,5266,22765
842115215311396866,2761,13051
841833993020538882,13598,0
841680585030541313,7167,24066
841439858740625411,3333,11753
841320156043304961,5026,18442
841314665196081154,4242,14766
841077006473256960,4892,21356
840761248237133825,1622,0
840728873075638272,14612,0
840698636975636481,2,165
840696689258311684,891,11499
840632337062862849,1622,8439
840370681858686976,4185,15354
840268004936019968,5223,17924
839990271299457024,2071,12546
839549326359670784,7084,25615
839290600511926273,132,0
839239871831150596,5949,25268
838952994649550848,3666,18399
838921590096166913,1858,10434
838916489579200512,31,0
838831947270979586,10049,0
838561493054533637,1234,10258
838476387338051585,4350,21002
838201503651401729,9215,0
838150277551247360,304,1570
838085839343206401,1,133
838083903487373313,2848,16491
837820167694528512,7169,31877
837482249356513284,408,3614
837471256429613056,2065,12005
837110210464448512,2182,15077
836989968035819520,2117,11968
836753516572119041,4270,18155
836677758902222849,2025,11865
836648853927522308,508,0
836397794269200385,25127,0
836380477523124226,2747,13927
836260088725786625,3984,19977
836001077879255040,3900,17922
835685285446955009,7432,0
835574547218894849,3304,16682
835536468978302976,1546,0
835309094223372289,19195,0
835297930240217089,2746,15450
835264098648616962,1546,7245
835246439529840640,63,1992
835172783151792128,5301,24605
835152434251116546,2763,20982
834931633769889797,1493,10122
834786237630337024,5113,20253
834574053763584002,2316,12828
834477809192075265,9785,0
834458053273591808,1549,9042
834209720923721728,4336,19278
834167344700198914,3367,14854
834089966724603904,1967,9465
834086379323871233,2042,12258
833863086058651648,2215,12646
833826103416520705,3492,17095
833732339549220864,205,0
833722901757046785,2999,19718
833479644947025920,1894,14032
833124694597443584,4450,19010
832998151111966721,2023,12451
832769181346996225,38,0
832757312314028032,3322,15870
832682457690300417,2667,11159
832645525019123713,485,2743
832636094638288896,2565,14920
832397543355072512,2038,11255
832369877331693569,2925,16102
832273440279240704,2149,10668
832215909146226688,5732,0
832215726631055365,8599,0
832088576586297345,2,59
832040443403784192,8833,0
832032802820481025,4306,16793
831939777352105988,5661,22497
831926988323639298,34,319
831911600680497154,5990,25878
831670449226514432,1690,9801
831650051525054464,1789,6690
831552930092285952,2163,8465
831322785565769729,1447,8759
831315979191906304,1039,6181
831309418084069378,2272,11107
831262627380748289,1894,11178
830956169170665475,1376,7518
830583320585068544,15429,62514
830173239259324417,5247,0
830097400375152640,2702,9178
829878982036299777,4614,0
829861396166877184,1795,11537
829501995190984704,9785,29923
829449946868879360,1863,9892
829141528400556032,6774,22931
829011960981237760,15119,50305
828801551087042563,3167,0
828770345708580865,5401,24113
828708714936930305,10340,34292
828650029636317184,1241,8963
828409743546925057,1080,6047
828408677031882754,1188,7264
828381636999917570,2062,11879
828376505180889089,995,6990
828372645993398273,2727,11878
828361771580813312,165,2072
828046555563323392,2658,11063
828011680017821696,1996,9781
827933404142436356,4838,18864
827653905312006145,2794,14602
827600520311402496,865,7065
827324948884643840,2811,14955
827199976799354881,2061,10008
826958653328592898,4614,20332
826848821049180160,9346,34050
826615380357632002,3683,0
826598799820865537,230,4861
826598365270007810,2183,9455
826476773533745153,3893,17376
826240494070030336,2418,12536
826204788643753985,856,4601
826115272272650244,2873,14740
825876512159186944,1737,9924
825829644528148480,2335,12028
825535076884762624,16359,53990
825147591692263424,4185,17266
825120256414846976,1167,0
825026590719483904,1167,5911
824796380199809024,5103,0
824775126675836928,3275,14068
824663926340194305,1643,9940
824325613288833024,9890,11185
824297048279236611,3568,14233
824025158776213504,558,4576
823939628516474880,2539,10056
823719002937630720,10361,0
823699002998870016,2336,13212
823581115634085888,2443,12270
823333489516937216,22,662
823322678127919110,3717,14835
823269594223824897,9231,0
822975315408461824,3199,16369
822872901745569793,39913,124099
822859134160621569,2110,12455
822647212903690241,5955,0
822610361945911296,2735,13975
822489057087389700,5955,17111
822462944365645825,13154,26315
822244816520155136,9231,33122
822163064745328640,4379,0
821886076407029760,2142,10678
821813639212650496,3127,0
821765923262631936,1556,7905
821522889702862852,1632,7570
821421320206483457,5129,0
821407182352777218,3994,11106
821153421864615936,9,236
821149554670182400,1826,8100
821107785811234820,1974,9069
821044531881721856,2126,11962
820837357901512704,6241,0
820749716845686786,9215,29837
820690176645140481,3003,11585
820494788566847489,523,0
820446719150292993,2393,0
820314633777061888,523,3158
820078625395449857,5792,18652
820013781606658049,1082,0
819952236453363712,1082,5015
819924195358416896,4548,12237
819711362133872643,2874,12613
819588359383371776,1868,9158
819347104292290561,1116,6842
819238181065359361,379,2137
819227688460238848,6241,21795
819015337530290176,34539,0
819015331746349057,17794,0
819006400881917954,17794,43039
819004803107983360,34539,82711
818646164899774465,19452,0
818627210458333184,7058,21227
818614493328580609,2353,9298
818588835076603904,5697,0
818536468981415936,2272,10276
818307523543449600,7461,0
818259473185828864,2087,10420
818145370475810820,2369,11620
817908911860748288,740,4609
817827839487737858,25127,48646
817777686764523521,2521,10224
817536400337801217,2728,11126
817502432452313088,3145,0
817423860136083457,13598,31863
817415592588222464,889,5297
817181837579653120,7866,0
817171292965273600,1868,8313
817120970343411712,2413,11548
817056546584727552,1517,8139
816829038950027264,4389,0
816816676327063552,1895,9480
816697700272001025,2056,9244
816450570814898180,7461,28695
816336735214911488,1802,8165
816091915477250048,1988,8480
816062466425819140,944,0
816014286006976512,4879,0
815990720817401858,944,4689
815966073409433600,7866,21136
815745968457060357,3857,0
815736392542261248,2121,9307
815639385530101762,1552,7826
815390420867969024,3572,9828
814986499976527872,1186,7257
814638523311648768,2523,10692
814578408554463233,5458,0
814530161257443328,1740,8217
814153002265309185,8113,27255
813944609378369540,2957,0
813910438903693312,1730,8860
813812741911748608,13032,34641
813800681631023104,1650,7885
813217897535406080,6848,17693
813202720496779264,1705,8772
813187593374461952,4047,18831
813172488309972993,1808,8807
813157409116065792,2066,7382
813142292504645637,2243,8082
813130366689148928,418,4261
813127251579564032,2920,11213
813112105746448384,2568,9796
813096984823349248,3388,10035
813081950185472002,2596,9423
813066809284972545,1828,7544
813051746834595840,6859,19921
812781120811126785,1787,7153
812709060537683968,1352,6295
812503143955202048,1148,5741
812466873996607488,1802,7570
812372279581671427,3423,12937
811985624773361665,1312,6912
811744202451197953,1477,7164
811647686436880384,682,5321
811627233043480576,2852,12077
811386762094317568,5982,19867
810984652412424192,1330,5058
810896069567610880,1644,8548
810657578271330305,2468,10431
810284430598270976,10495,33310
810254108431155201,3167,13977
809920764300447744,3683,14784
809808892968534016,4580,0
809448704142938112,1370,6612
809220051211603969,5247,18893
809084759137812480,3306,12561
808838249661788160,2865,9642
808733504066486276,2034,7506
808501579447930884,2454,10764
808344865868283904,19452,40205
808134635716833280,5519,0
808106460588765185,2068,8390
808001312164028416,3311,11852
807621403335917568,3388,13854
807106840509214720,51663,111681
807059379405148160,6891,0
807010152071229440,3631,12476
806629075125202948,32384,70630
806620845233815552,5147,0
806576416489959424,1824,4663
806542213899489280,2217,9734
806242860592926720,10886,0
806219024703037440,1134,6134
805958939288408065,5013,0
805932879469572096,1802,7886
805826884734976000,1716,6244
805823200554876929,7481,0
805520635690676224,1551,5486
805487436403003392,2382,8352
805207613751304193,1628,7484
804738756058218496,3601,12995
804475857670639616,1892,5846
804413760345620481,3012,0
804026241225523202,15054,42075
803773340896923648,2588,9567
803692223237865472,6931,0
803638050916102144,3885,10379
803380650405482500,1768,7396
803321560782307329,4959,0
803276597545603072,2298,9557
802952499103731712,1874,8577
802624713319034886,2725,0
802600418706604034,1383,6767
802572683846291456,2356,8519
802323869084381190,5481,15344
802265048156610565,1295,6622
802239329049477120,2458,8647
802185808107208704,251,0
801958328846974976,1597,7365
801854953262350336,219,1725
801538201127157760,1951,7815
801285448605831168,771,5743
801167903437357056,5519,23180
801127390143516673,3697,0
801115127852503040,1985,7679
800859414831898624,91,646
800855607700029440,1517,0
800751577355128832,2635,10091
800513324630806528,2832,12500
800459316964663297,2060,9048
800443802682937345,4025,0
800388270626521089,2637,10623
800188575492947969,3695,0
800141422401830912,2393,14520
800018252395122689,12323,26911
799774291445383169,4371,0
799757965289017345,2002,7978
799422933579902976,1800,7690
799308762079035393,5089,0
799297110730567681,2566,9386
799063482566066176,2341,7685
798933969379225600,4162,12428
798925684722855936,1362,7157
798705661114773508,6218,0
798701998996647937,7247,0
798697898615730177,6102,0
798694562394996736,4643,0
798686750113755136,2180,0
798682547630837760,4434,0
798673117451325440,5224,0
798665375516884993,3677,0
798644042770751489,1746,0
798628517273620480,1867,0
798585098161549313,5275,0
798576900688019456,5485,0
798340744599797760,3141,0
798209839306514432,2425,9930
797971864723324932,2892,10957
797545162159308800,4620,13885
797236660651966464,6163,18941
797165961484890113,24,212
796904159865868288,8359,0
796865951799083009,1829,7316
796759840936919040,2838,11217
796563435802726400,6745,0
796484825502875648,1652,7189
796387464403357696,3893,10471
796177847564038144,13379,0
796149749086875649,13379,30536
796125600683540480,1686,4739
796116448414461957,2253,8644
796080075804475393,2168,8025
796031486298386433,3501,10276
795464331001561088,21979,46806
795400264262053889,2685,9520
795076730285391872,5103,15350
794983741416415232,3160,0
794926597468000259,2160,9686
794355576146903043,9667,0
794332329137291264,2537,9134
794205286408003585,3113,8778
793962221541933056,4580,15915
793845145112371200,1747,8780
793614319594401792,2927,0
793601777308463104,1518,7583
793500921481273345,2236,10128
793286476301799424,8599,23358
793271401113350145,2248,8260
793256262322548741,7808,18943
793241302385262592,3078,9993
793226087023144960,2718,9288
793210959003287553,2610,8483
793195938047070209,5277,14465
793180763617361921,1866,6569
793165685325201412,2627,8914
793150605191548928,1596,5856
793135492858580992,2361,6086
793120401413079041,3689,12031
792913359805018113,3717,13606
792883833364439040,4005,10716
792773781206999040,1572,7000
792394556390137856,4017,12726
792050063153438720,1673,6777
791821351946420224,19717,0
791784077045166082,8908,0
791780927877898241,3558,0
791774931465953280,20773,42778
791672322847637504,2927,11151
791406955684368384,3857,12492
791312159183634433,2367,8326
791026214425268224,3819,0
790987426131050500,1993,9310
790946055508652032,4389,15863
790723298204217344,2145,0
790698755171364864,1808,7804
790581949425475584,6650,19570
790337589677002753,1769,7423
790277117346975746,2957,11905
790227638568808452,3312,0
789986466051088384,2145,8812
789960241177853952,3836,0
789903600034189313,3887,9790
789628658055020548,1651,7083
789599242079838210,1796,6383
789530877013393408,3160,11098
789314372632018944,2139,8204
789280767834746880,4592,0
789268448748703744,2449,8666
789137962068021249,2608,9228
788908386943430656,11714,26080
788765914992902144,9667,25920
788552643979468800,6666,0
788412144018661376,4927,14730
788178268662984705,1979,6900
788150585577050112,1199,5803
788070120937619456,3214,0
788039637453406209,1229,5799
787810552592695296,2840,8155
787717603741622272,2586,9715
787397959788929025,2670,10336
787322443945877504,1628,7398
787111942498508800,6298,0
786963064373534720,7432,25288
786729988674449408,2275,0
786709082849828864,5732,17374
786664955043049472,2365,10055
786595970293370880,2917,8980
786363235746385920,3220,10285
786286427768250368,2647,7564
786233965241827333,4379,14415
786051337297522688,148,1353
786036967502913536,6504,0
785927819176054784,2991,10816
785872687017132033,1673,6345
785639753186217984,2106,7457
785533386513321988,1841,8594
785515384317313025,1165,5796
785264754247995392,1519,6907
785170936622350336,4500,11384
784826020293709826,3012,9577
784517518371221505,2366,8499
784431430411685888,1184,5446
784183165795655680,7481,18963
784057939640352768,10361,28125
783839966405230592,10049,28407
783821107061198850,1829,6987
783695101801398276,2990,9873
783466772167098368,2076,7984
783391753726550016,5092,16004
783347506784731136,5146,0
783334639985389568,10886,27499
783085703974514689,2020,7738
782969140009107456,6891,22820
782747134529531904,1318,7067
782722598790725632,5013,16302
782598640137187329,1766,7380
782305867769217024,5129,15716
782021823840026624,5738,0
781955203444699136,3138,10570
781661882474196992,2528,9882
781655249211752448,1053,3786
781524693396357120,5147,19597
781308096455073793,2385,6753
781251288990355457,1930,7925
781163403222056960,2583,9274
780931614150983680,6745,20495
780858289093574656,1865,6801
780800785462489090,1201,5196
780601303617732608,3127,11429
780543529827336192,1627,5952
780496263422808064,3424,0
780476555013349377,103,0
780459368902959104,1003,4999
780192070812196864,2089,8220
780092040432480260,2137,0
780074436359819264,4570,11438
779834332596887552,6504,17773
779377524342161408,2887,8256
779124354206535695,17028,0
779056095788752897,4212,13898
778990705243029504,6657,18752
778774459159379968,9154,0
778764940568104960,338,820
778748913645780993,1206,6462
778650543019483137,1391,5424
778624900596654080,943,4341
778408200802557953,4007,12872
778396591732486144,11344,0
778383385161035776,1019,5507
778286810187399168,3062,9744
778039087836069888,2466,7995
778027034220126208,1492,6196
777953400541634568,3267,0
777885040357281792,1514,5998
777684233540206592,2725,10622
777641927919427584,3921,0
777621514455814149,2341,8222
777189768882946048,3984,13319
776819012571455488,12605,0
776813020089548800,1113,4605
776477788987613185,2559,8249
776249906839351296,8461,0
776218204058357768,14724,28110
776201521193218049,2335,9024
776113305656188928,4025,11120
776088319444877312,141,1712
775898661951791106,15535,0
775842724423557120,2465,11041
775733305207554048,3697,13082
775729183532220416,4279,12269
775364825476165632,2713,6949
775350846108426240,3629,9584
775085132600442880,4371,14628
774757898236878852,1656,8135
774639387460112384,1614,6365
774314403806253056,5089,20542
773985732834758656,3587,10164
773922284943896577,1628,6057
773704687002451968,1498,6239
773670353721753600,1223,5056
773547596996571136,5697,20830
773336787167145985,4671,0
773308824254029826,6951,21989
773247561583001600,3004,8887
773191612633579521,3804,9398
772877495989305348,3579,8049
772826264096874500,2210,7567
772615324260794368,3118,0
772581559778025472,1586,6113
772193107915964416,1290,5681
772152991789019136,1054,3590
772117678702071809,687,3556
772114945936949249,439,2583
772102971039580160,866,3775
771908950375665664,1756,6189
771770456517009408,3140,11288
771500966810099713,2421,7777
771380798096281600,4671,9918
771171053431250945,6894,0
771136648247640064,2709,8613
771102124360998913,1332,5866
771014301343748096,1539,6486
770787852854652928,1104,4620
770772759874076672,1326,4891
770655142660169732,1667,6928
770414278348247044,1927,5944
770293558247038976,1355,5853
770093767776997377,2817,0
770069151037685760,2125,7147
769940425801170949,8833,29300
769695466921623552,1562,6048
769335591808995329,7128,0
769212283578875904,1600,5084
768970937022709760,6002,13412
768909767477751808,2443,0
768855141948723200,826,3936
768609597686943744,1099,3860
768596291618299904,1188,4735
768554158521745409,5385,0
768473857036525572,3160,12772
768193404517830656,3267,10198
767884188863397888,1266,4468
767754930266464257,4959,14979
767500508068192258,2151,7055
767191397493538821,3479,11541
767122157629476866,2647,9559
766793450729734144,1259,4751
766714921925144576,347,2464
766693177336135680,730,3797
766423258543644672,1459,5640
766313316352462849,1734,6347
766078092750233600,2423,0
766069199026450432,775,3948
766008592277377025,461,3539
765719909049503744,1995,6807
765669560888528897,1132,4858
765395769549590528,3117,25128
765371061932261376,2005,6682
765222098633691136,3118,10930
764857477905154048,1648,6085
764259802650378240,1393,5645
763956972077010945,50,734
763837565564780549,3819,11769
763183847194451968,1359,5063
763167063695355904,2752,0
763103485927849985,2123,6937
762699858130116608,3312,11373
762471784394268675,5918,10520
762464539388485633,3836,9651
762316489655476224,1028,4503
762035686371364864,14310,29828
761976711479193600,1827,5048
761750502866649088,3589,0
761745352076779520,794,4022
761672994376806400,26756,46309
761599872357261312,1102,3885
761371037149827077,16663,0
761334018830917632,1339,4830
761292947749015552,1001,4194
761227390836215808,1447,5005
761004547850530816,3214,10657
760893934457552897,890,3577
760656994973933572,1752,6182
760641137271070720,1190,4681
760539183865880579,3345,7081
760521673607086080,1288,3925
760290219849637889,10577,25091
760252756032651264,798,3705
760190180481531904,1653,5355
760153949710192640,28,0
759943073749200896,1934,5531
759846353224826880,1798,6298
759793422261743616,1762,5583
759557299618865152,1103,4404
759447681597108224,2275,7948
759446261539934208,454,1564
759197388317847553,1804,5702
759159934323924993,1067,0
759099523532779520,3826,13635
759047813560868866,1850,6075
758854675097526272,842,3327
758828659922702336,3557,10489
758740312047005698,1499,5381
758474966123810816,914,3562
758467244762497024,2029,4478
758405701903519748,1764,4878
758355060040593408,966,3160
758099635764359168,9154,17742
758041019896193024,339,2532
757741869644341248,3025,6418
757729163776290825,7214,0
757725642876129280,1113,4253
757611664640446465,1009,4293
757597904299253760,278,0
757596066325864448,959,4074
757400162377592832,6324,14152
757393109802180609,1578,5453
757354760399941633,1302,4209
756998049151549440,1835,5872
756939218950160384,1841,6224
756651752796094464,1192,4703
756526248105566208,3303,9717
756303284449767430,1005,3703
756288534030475264,16324,41227
756275833623502848,1405,5986
755955933503782912,2633,6831
755206590534418437,4908,15318
755110668769038337,10196,19761
754874841593970688,7247,0
754856583969079297,2311,6452
754747087846248448,477,2420
754482103782404096,1793,4940
754449512966619136,672,3508
754120377874386944,2163,7399
753655901052166144,1996,5463
753420520834629632,3236,7352
753398408988139520,1731,5360
753375668877008896,2137,7150
753298634498793472,5213,0
753294487569522689,960,3127
753039830821511168,19195,34620
753026973505581056,877,3659
752932432744185856,6298,11763
752917284578922496,1443,6508
752701944171524096,2619,0
752682090207055872,1460,5611
752660715232722944,1424,4082
752568224206688256,2086,5119
752519690950500352,3157,6868
752334515931054080,1009,3595
752309394570878976,14904,0
752173152931807232,1671,5550
751950017322246144,832,2853
751937170840121344,1200,4836
751830394383790080,1787,5446
751793661361422336,2618,5397
751598357617971201,2832,7418
751583847268179968,1004,4111
751538714308972544,1148,4724
751456908746354688,925,3012
751251247299190784,5397,11746
751205363882532864,1666,5904
751132876104687617,1187,4728
750868782890057730,1251,4465
750719632563142656,4592,12265
750506206503038976,1055,4143
750429297815552001,3921,12308
750383411068534784,1042,4266
750381685133418496,27,670
750147208377409536,875,2912
750132105863102464,1183,3373
750117059602808832,1211,4053
750101899009982464,777,2847
750086836815486976,491,2025
750071704093859840,3037,7257
750056684286914561,819,2956
750041628174217216,567,2969
750026558547456000,720,2532
750011400160841729,821,3013
749996283729883136,756,2836
749981277374128128,2278,4786
749774190421639168,1211,4355
749417653287129088,1516,5694
749403093750648834,492,2438
749395845976588288,3158,7962
749317047558017024,2050,5099
749075273010798592,1888,5374
749064354620928000,1408,4504
749036806121881602,731,2883
748977405889503236,3132,10032
748932637671223296,2062,5412
748705597323898880,879,2586
748699167502000129,1460,4415
748692773788876800,1229,3958
748575535303884801,1813,5643
748568946752774144,610,2049
748346686624440324,1122,4858
748337862848962560,3739,7071
748324050481647620,693,3462
748307329658011649,655,3450
748220828303695873,7117,13153
747963614829678593,1958,5390
747933425676525569,2359,6181
747885874273214464,882,2725
747844099428986880,677,2631
747816857231626240,1061,4505
747651430853525504,143,1274
747648653817413632,5334,11981
747600769478692864,523,2172
747594051852075008,950,3426
747512671126323200,1478,5138
747461612269887489,949,3596
747439450712596480,1752,5044
747242308580548608,2636,0
747219827526344708,1442,4897
747204161125646336,833,3127
747103485104099331,3628,8900
746906459439529985,271,2723
746872823977771008,1950,5582
746818907684614144,1596,4957
746790600704425984,1465,4530
746757706116112384,3558,8859
746726898085036033,1641,5641
746542875601690625,1747,4700
746521445350707200,901,0
746507379341139972,991,4347
746369468511756288,1489,5768
746131877086527488,2003,6401
746056683365994496,741,3325
745789745784041472,965,3677
745712589599014916,2130,6516
745433870967832576,2312,6551
745422732645535745,2206,7952
745314880350101504,2483,6615
745074613265149952,3188,7286
745057283344719872,2056,6758
744995568523612160,569,2751
744971049620602880,2448,7311
744709971296780288,1440,5232
744334592493166593,1937,6344
744234799360020481,70708,144847
744223424764059648,327,1534
743980027717509120,1005,3903
743895849529389061,880,3409
743835915802583040,1873,0
743609206067040256,1270,4163
743595368194129920,5966,16985
743545585370791937,862,3285
743510151680958465,3419,7417
743253157753532416,1124,3933
743222593470234624,1744,5737
743210557239623680,1237,3562
742534281772302336,3284,6573
742528092657332225,1796,4110
742465774154047488,3608,6761
742423170473463808,3424,9107
742385895052087300,1780,6293
742161199639494656,1248,4007
742150209887731712,1402,4717
741793263812808706,1387,4217
741743634094141440,2501,7553
741438259667034112,747,3420
741303864243200000,2923,8137
741099773336379392,5028,9239
741067306818797568,2817,8871
740995100998766593,2476,5834
740711788199743490,865,3151
740699697422163968,710,2652
740676976021798912,6218,16849
740373189193256964,12141,32605
740365076218183684,389,2250
740359016048689152,798,3051
740214038584557568,1790,6193
739979191639244800,5385,18525
739932936087216128,987,3762
739844404073074688,791,3533
739623569819336705,1241,3503
739606147276148736,1495,4997
739544079319588864,19278,36484
739485634323156992,2643,6611
739238157791694849,52886,107243
738891149612572673,6,90
738885046782832640,1045,3504
738883359779196928,723,3050
738537504001953792,1397,4708
738402415918125056,743,3017
738184450748633089,1108,3980
738166403467907072,3040,8093
738156290900254721,586,2289
737826014890496000,1611,4841
737800304142471168,3176,9282
737678689543020544,1203,4637
737445876994609152,4065,9463
737322739594330112,736,3328
737310737551491075,6759,13549
736736130620620800,1542,3892
736392552031657984,6666,16361
736365877722001409,1116,3681
736225175608430592,2551,7499
736010884653420544,2708,7267
735991953473572864,1037,3303
735648611367784448,1015,3733
735635087207878657,2144,5672
735274964362878976,4553,12058
735256018284875776,803,3072
735137028879360001,885,2885
734912297295085568,472,2550
734787690684657664,5764,11578
734776360183431168,489,2327
734559631394082816,355,1378
733828123016450049,718,3309
733822306246479872,931,3389
733482008106668032,854,2883
733460102733135873,1140,3876
733109485275860992,15535,49401
732732193018155009,483,2233
732726085725589504,799,3296
732585889486888962,713,3367
732375214819057664,2285,7439
732005617171337216,4879,13714
731285275100512256,903,3222
731156023742988288,1144,3552
730924654643314689,1791,5652
730573383004487680,1918,4473
730427201120833536,941,3209
730211855403241472,959,3507
730196704625098752,1709,4452
